Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),Smoking (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),No access to handwashing facility (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Low physical activity (deaths),Diet low in vegetables (deaths),Diet low in fruits (deaths),High cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths),High body-mass index (obesity) (deaths)
Timor,TLS,1995,0.024307399952,3.40476522708,0.439540157328,0.566302533193,93.9212140531,15.0994978307,101.189943014,39.0740548911,8.07088489044,20.1896401155,17.8012992756,6.12740842596,18.8019348269,34.2742082609,43.0547279035,42.6477885129,182.690595439,85.7294909081,9.28901717629
Timor,TLS,2000,0.0213515989631,4.4516400084,0.595481853379,0.72195311219,99.9468797202,16.7552227255,111.305806,44.4833427484,11.2050394796,27.4068708773,24.3893636835,7.32741329226,21.6808439468,39.6959106548,50.2315782756,50.0368162486,208.432165308,103.229225095,10.8699520694
Timor,TLS,2005,0.0297046611453,6.55401697835,0.638659793302,1.03468163606,134.819437568,22.0407057948,141.437255007,57.8387902902,13.4036045556,26.3158233112,24.2844194122,8.16256800794,29.0535420339,51.4706426168,65.3564986496,66.1887227311,270.963877923,133.999876592,14.1384752917
Timor,TLS,2006,0.0321823003811,7.15044983988,0.695681309941,1.19888594087,141.565527069,23.0084212331,145.351591943,59.9147027357,12.8892945403,24.2350644017,22.5320209966,8.64390068111,30.3234125585,52.8654763645,67.0486958201,68.8152674527,280.815167897,137.765058589,14.7339557404
Timor,TLS,2010,0.0447647345523,10.823850095,1.07716709098,2.01449743694,190.855995317,31.8162397507,189.914380581,80.2161375589,13.8874521376,22.0763483114,21.2406918195,12.4229530383,42.437254957,70.3717334226,88.9481539901,95.657764614,381.138198895,191.330950672,21.5050890131
Timor,TLS,2016,0.0445360623657,15.8130546905,1.66999727052,3.50652829334,270.128983463,42.1776201457,246.848702385,108.302060953,13.4973606143,20.2815247564,20.4309340356,18.0391678758,61.3760351688,101.11995075,128.558920553,143.413315814,552.141908593,295.444386984,40.3563917376
Togo,TGO,1990,0.157319729188,84.6129141227,1.64326381379,313.239902362,309.311129904,63.3203628797,892.855517813,521.623905104,277.946154266,293.337547342,339.401694651,37.9442934035,137.119428389,214.572652444,287.50312135,235.595607165,1150.79237846,352.629403088,85.6498070506
Togo,TGO,1995,0.187522706209,100.695108991,2.76296116581,282.864920881,349.280617767,76.9967749828,1013.80514066,599.790047936,320.572906711,320.395647107,372.441373751,70.6076994368,161.374660612,245.482012092,323.294169031,287.332809747,1317.46340475,426.229633844,118.971732553
Togo,TGO,2000,0.192489442649,107.871024445,4.95353420463,252.88993272,379.381180076,84.0488451101,1098.19188798,656.374432145,344.012397949,332.915438443,387.561181412,133.820528765,183.159260716,282.743852159,357.770471526,333.838873831,1476.84115381,497.468480287,169.71288156
Togo,TGO,2005,0.168232011857,109.072376668,6.77261617969,253.142557352,409.150042958,81.0550446793,1152.44321598,624.119999581,357.226117691,344.545319951,403.952002984,168.456437926,199.333245301,313.394554036,395.3139976,359.545737629,1610.41229767,550.742621835,242.258404774
Togo,TGO,2006,0.161989850131,109.49083665,6.77600859713,252.547399088,415.631137186,79.105924506,1157.3548501,627.275819766,358.913804254,345.288445334,405.496904415,161.525086069,201.221506722,317.098786965,400.315395354,362.699188095,1628.95442888,556.885988619,257.596251394
Togo,TGO,2010,0.138034660877,118.803286627,6.54883188312,271.815134173,465.19181685,77.0458886075,1247.46199241,678.563002747,372.882154713,348.010359543,412.198589509,121.928457956,224.810874405,352.609113694,448.305009115,404.81980148,1814.15990062,629.689689752,342.847555828
Togo,TGO,2016,0.138030172875,144.24278655,6.97412309304,327.073001571,550.552763881,81.7546436697,1395.7053109,1080.9502847,394.327457024,344.456078038,419.953035018,78.4045294163,272.158614814,420.518725217,540.677321912,496.646075719,2185.39938429,787.602267065,485.781344362
Tonga,TON,1990,0.921918834794,1.60363142866,0.096412922607,-0.904712293922,42.6805099285,5.69187239182,24.2327662685,3.1840020908,1.44808680657,1.80429024729,2.34282984882,2.9445106115,7.11479810048,8.45971795761,10.3837689135,14.6427960719,45.2289582093,61.9111305065,40.2983346649
Tonga,TON,1995,1.0285988251,1.97281814421,0.122862964903,-1.05706760135,51.1398563387,6.11432660823,27.3967441806,3.82910516451,1.41376847747,1.68498849433,2.28637703224,3.74102769469,8.47208015422,9.97699787558,12.0306910709,17.5259598843,55.3820271499,73.1518233099,50.0244441948
Tonga,TON,2000,1.07614984515,2.34172289439,0.144216993408,-1.09158677864,56.3347659013,7.33360806741,27.2034222042,4.33422860103,1.31036772604,1.36467726544,1.98754606947,4.24552543026,9.69111589913,11.0643860129,13.5080677058,19.3730072786,66.060161633,87.916481594,61.1987040504
Tonga,TON,2005,1.13012864583,2.75884119078,0.16054027623,-1.14750568953,58.4084541898,8.79985113956,24.2565136293,4.56758091103,1.2316966436,1.10401565603,1.76582124036,4.60760990188,10.7361072897,11.6506470848,14.3819048623,21.1763227392,74.0281164839,103.857949802,71.5987078645
Tonga,TON,2006,1.13227429851,2.83253630106,0.163908450836,-1.14041272513,58.1611713421,8.99994941799,23.4356682672,3.84401593879,1.21271063658,1.06303477828,1.73550501267,4.64788985698,10.8181434242,11.6723707584,14.37116843,21.5007125866,74.8737928192,105.611435849,72.6033165125
Tonga,TON,2010,1.17552713205,3.25386572647,0.182882188818,-1.12152797936,58.9810882994,9.89377038161,21.5184444347,2.48277483565,1.16097355966,0.943601832887,1.66285809906,4.77388661391,11.4547970823,11.9943063656,14.7519160808,22.9769792483,78.770796553,114.864998835,77.8687755156
Tonga,TON,2016,1.2155823869,3.82387145372,0.208442715688,-1.05988648241,57.3171243235,10.4961775394,18.0066730168,2.73638828773,1.07829895961,0.853448592554,1.64181018822,4.91626943242,12.1192458247,12.3973782725,14.8744393123,24.8858514178,83.5918805565,122.280385123,82.7463677335
Trinidad and Tobago,TTO,1990,0.0116134313941,17.1757462371,4.07100413075,47.1305962158,278.62778941,92.9203567749,9.30241094755,225.106099065,12.7007301158,7.69372829683,10.9077122545,27.6024177128,204.398907691,229.5037332,207.797282345,365.466468118,1221.18584433,1128.77099176,501.854446121
Trinidad and Tobago,TTO,1995,0.0114192213303,19.3063383084,5.52675343462,32.4106144865,286.362923003,97.3661901877,7.86013581708,243.995916363,12.9199015198,7.60932402571,10.5264727938,31.0985378385,229.016562807,257.57639951,247.186190992,407.872752717,1332.34473164,1292.34499596,521.113004076
Trinidad and Tobago,TTO,2000,0.00957521228616,21.8738120917,7.56097133986,23.2752015885,272.576270441,98.1240399455,6.06113719398,241.682318418,10.8261157735,5.64861389877,8.63412652801,36.6469682611,231.229417547,256.972814807,251.079932945,411.021675739,1359.32628438,1415.75034253,602.053307847
Trinidad and Tobago,TTO,2005,0.0124505962063,22.8796820066,9.84292085524,26.4690685844,232.897654579,93.8591333038,4.31802525624,191.867425797,9.04479940283,3.14707458158,6.9574374483,32.3095208598,213.450213115,226.285327309,217.569134838,372.290920149,1237.11037546,1408.29500441,661.467283761
Trinidad and Tobago,TTO,2006,0.0111138751411,23.0358955133,10.1383848464,29.1150358552,229.830707173,93.082601008,4.07651643891,185.878379389,8.80705384732,2.8805581941,6.76474677493,31.9101527133,211.191850171,222.815121912,210.079643113,369.279895606,1228.04361949,1411.55939572,677.562288116
Trinidad and Tobago,TTO,2010,0.0192545249005,23.6884181971,12.8465242762,38.4213355567,235.235400937,92.3675857262,3.47583286301,172.769232145,8.61025703985,2.56454878464,6.5005741453,31.0610938022,213.845939764,220.918316746,196.995824101,372.42200138,1264.22715089,1471.34614094,732.413760808
Trinidad and Tobago,TTO,2016,0.0163562142282,26.7027903988,17.0196158191,61.8970936943,257.889513793,105.212426246,3.1101136668,232.55615968,9.4677346427,3.0077193982,6.99639848128,33.7173816312,244.938738333,250.739516546,211.346683298,425.161181996,1445.72068003,1681.87977902,878.430336528
Tropical Latin America,,1990,2.13947696395,2682.19106039,103.64580313,3503.25574995,41710.4981284,7681.91783552,15403.7970673,16407.9501398,1433.90247478,1395.46742024,1647.29679319,1506.91256584,14672.3398723,14809.2961102,10568.9846704,28043.3424819,72023.8215075,30499.1642153,20575.2305585
Tropical Latin America,,1995,2.78238627112,3089.11498548,162.448577445,6455.32042425,47345.948318,8459.35343991,13612.2282166,18745.4569178,1550.00150292,1331.64468782,1486.07387081,1758.39649722,15662.7888795,15315.4823221,10965.0657989,30152.887165,79028.8702373,36856.9984049,25291.1808432
Tropical Latin America,,2000,5.72788062059,3633.16354055,303.043729517,10364.530341,52419.6648955,8529.75392478,10539.9157301,21901.7411696,1588.32252534,1057.1855481,1209.14094726,2191.89354344,17095.0652985,16122.1035403,11685.98122,33053.3387031,91315.058623,46774.2783275,33231.3265112
Tropical Latin America,,2005,7.62979790344,4572.15582342,344.696119454,12425.0925698,55039.6655168,8519.99441988,9035.97612476,22042.6504788,1758.01597268,1074.00708875,1222.60134431,2439.88408621,18784.1705639,17190.3410226,12583.7178461,36388.1375569,103404.652602,57565.0422904,43363.8838042
Tropical Latin America,,2006,8.67820265348,4841.35258941,345.380967414,12611.4048365,55508.3932472,8502.55591097,8587.20725342,21784.2015514,1811.11391597,1081.91578217,1231.45678817,2510.26419302,19100.1472758,17409.690399,12769.2923152,37035.4197302,105754.232943,58752.9410269,45577.9922841
Tropical Latin America,,2010,10.5042016179,6206.65189875,401.081576124,13327.8708956,57306.7905528,8773.27471419,7009.54785444,21005.6058043,2031.58846373,1066.03235381,1217.4065814,2760.20244172,20603.8258553,18192.9066154,12525.3519462,40076.6699458,115932.27798,64789.5273177,55513.5582267
Tropical Latin America,,2016,13.4013653914,8240.74649251,564.41172388,17406.5147551,63116.1687055,12460.9561913,5015.11382847,27406.4428701,2407.63354955,1110.61930525,1302.6236547,3162.32189592,24279.5901743,20693.3008329,13412.2246391,48055.698779,137757.33039,81432.8349509,72379.605361
Tunisia,TUN,1990,0.0644543809689,94.5187346138,10.99617253,34.4246234423,2513.9857134,548.072921541,574.07630511,1420.01422078,43.979257972,30.3933680922,51.5951142385,29.4973243524,761.995503465,370.091557839,835.873787568,1931.42907755,4339.16299513,3731.18128953,1383.73423818
Tunisia,TUN,1995,0.0859853174555,129.20611275,18.7811860782,46.8306819744,3160.92009079,679.174341893,447.867130817,1818.05141822,46.0815694355,23.5390156108,50.3697691502,36.2183149281,1009.25631247,463.993785302,1024.89169175,2604.10879165,5659.63784919,4115.69419102,1921.11994018
Tunisia,TUN,2000,0.0966538047059,145.772191593,29.7883761878,43.646599537,3095.43537048,703.294409821,252.714664827,1903.38145327,47.1068964661,22.4035181219,51.9830159405,40.0592306435,1061.69615626,404.207218858,1022.64887368,2773.40615577,6071.6294056,4637.03546619,2284.03524542
Tunisia,TUN,2005,0.114424098937,176.995592172,46.8500378694,52.1582862106,3659.56640467,723.264040194,108.85520164,2004.62050233,58.7242674679,25.6430518011,58.455512108,42.7832702269,1254.60543649,364.648056719,1170.79214082,3245.22109933,7111.55757394,5604.71398483,2823.27525371
Tunisia,TUN,2006,0.118227417178,184.797512598,50.198008359,53.2588851837,3816.65918047,716.392176182,88.5752344737,2097.10504094,61.8221467853,26.4791643912,60.4070256725,44.2950273286,1295.65839742,350.989000852,1196.48923775,3354.3698438,7306.62540698,5848.01998377,2929.217556
Tunisia,TUN,2010,0.130930165869,211.815760948,64.9961894423,60.907562937,4196.83357684,723.600455359,49.4188934783,2477.94773267,73.2153554028,29.8302886938,68.3653216022,49.3045706639,1468.32790701,283.457262987,1258.931796,3772.11370241,8079.28040216,6846.27827089,3385.4343372
Tunisia,TUN,2016,0.139935115738,253.142492849,93.6960955741,79.7730275893,4894.16143152,837.774582719,21.2192677544,2820.15301366,75.7728152144,32.0270147144,74.4571097272,50.5717251926,1745.60042873,314.042640495,1378.03275808,4500.80241886,9404.29020937,8060.11670234,4064.16039048
Turkey,TUR,1990,3.26532648416,587.739529655,73.5642333443,472.044705892,17390.0302266,4886.12929174,4889.94846451,8959.32094601,207.865582843,218.909197743,339.668773456,186.354428613,5432.06098189,836.932946697,2839.33168608,12163.4625087,32494.4252885,23471.2541336,16142.102888
Turkey,TUR,1995,4.96203931791,795.608416846,102.582257877,1261.11176746,21687.2498493,5947.30910192,4217.37268007,11060.9704294,221.474062794,190.788633379,318.987661242,223.956079628,7279.39582797,980.648496356,3704.0652334,16570.8764225,42469.8853332,26702.492274,21856.4375555
Turkey,TUR,2000,4.37518006515,902.003980244,123.721066994,2186.0210164,23233.7429157,5402.05357967,2811.02758308,11607.5987523,205.956888561,124.206624977,231.237593627,221.373747641,7381.71661872,932.410661094,3306.2791426,16984.6556383,42976.0962432,26415.5875215,23918.9987489
Turkey,TUR,2005,1.27331080185,1198.10121724,133.854078594,1906.54608447,23161.3906578,4703.35983505,1514.63540448,10727.3731176,197.389130149,88.1251601064,188.734517449,199.268375809,6669.31320427,989.862839608,2784.75521942,15414.7004322,40014.1246032,25007.1768585,23234.2391198
Turkey,TUR,2006,0.989416454185,1276.74406745,135.270097297,1705.14293096,22676.4125985,4597.39970075,1330.34896623,10775.7001851,194.068079614,81.9857891426,181.612831005,191.54902307,6550.22449157,979.197286688,2672.74286567,15128.3131013,39511.5220478,25055.9373607,23088.0989236
Turkey,TUR,2010,0.671948813265,1584.78263602,155.472201441,1006.32095192,22052.4660985,4606.10496214,829.683391581,11965.8463174,182.692145279,64.7462583813,163.213540051,188.018525074,6773.51895331,1095.77540245,2657.9324305,15475.6951387,41467.1968476,27920.2895168,24778.0147438
Turkey,TUR,2016,0.963447628745,2306.96487159,234.591673891,620.953356474,24280.2346609,5368.0846158,426.741482757,15234.0392195,199.445956067,62.43220433,176.410990423,212.194919619,8873.16706452,1238.34025571,2796.23107517,20420.6292127,52757.2974816,35438.0902822,34005.753012
Turkmenistan,TKM,1990,0.0186092617291,13.823009181,3.90860093532,-71.6735690945,288.258992601,295.160185991,49.7398539752,821.723108508,7.83303729662,5.69110114433,5.75087785413,15.7969856076,455.608387768,505.529035341,727.250152015,1395.12412108,3176.46999775,646.062203183,760.386740934
Turkmenistan,TKM,1995,0.0189226823124,12.3978281831,5.59442791835,-29.5948714182,301.873881507,303.641922313,38.2665535239,922.643041823,8.01371998756,7.10779954185,7.10753882753,14.7906533163,538.842859441,616.048321951,854.270213502,1691.44188459,3800.73322038,791.885156368,1009.30631019
Turkmenistan,TKM,2000,0.0230476230532,12.537385461,10.5836136703,70.5096800174,359.414139775,329.650411801,28.6727515419,1063.88210267,5.94114785114,5.65981036439,5.65292845189,17.289521061,632.568039556,693.308036586,954.721832503,1996.3951399,4528.86428404,994.38445216,1386.78311128
Turkmenistan,TKM,2005,0.0231659971124,12.8254865886,14.4615925699,120.591486328,353.363115566,317.74883209,19.8620272052,917.414088838,3.9421082626,3.22829430086,3.22212681665,17.1452640323,666.661615291,560.207799306,935.173090187,2122.96962178,4905.14164543,1148.19059843,1622.48011156
Turkmenistan,TKM,2006,0.0240211828394,12.8679800961,15.5192036041,121.734746496,352.800143066,317.382984418,18.0879843145,944.506422271,3.68153019624,2.92068467771,2.9071572539,17.9903208631,667.477282091,529.260867202,926.877668656,2138.03765703,4942.38960896,1157.44335182,1665.91939466
Turkmenistan,TKM,2010,0.0298150449139,13.3632966493,21.2122335395,113.785869505,351.014702468,315.627239799,12.5884385261,1055.69500925,2.94061429844,2.17670581438,2.13409987725,20.9793993537,684.760917815,457.448633737,915.642842739,2217.43021892,5091.78436523,1219.89392281,1826.83691897
Turkmenistan,TKM,2016,0.0261309710575,13.3313973165,25.1078308742,66.0553784351,292.487466778,304.722204603,6.90382650807,1064.51299826,2.01928150611,1.38803584756,1.3265175845,18.4482873431,694.900067113,343.235343111,768.426123342,2310.06599752,4869.54856472,1243.66639172,1738.24349706
Uganda,UGA,1990,0.142265757063,429.011792541,8.72426254878,1784.49296318,1207.89233083,223.943059573,4169.62341741,2497.86499709,1426.11097449,1512.95981114,1638.69225342,859.351818768,456.716439052,932.664156699,158.594048959,769.826185991,5874.74707002,2581.89387466,626.067798146
Uganda,UGA,1995,0.16509276806,519.766790172,12.4673178646,2243.02471069,1461.19445767,280.022853932,4796.1779675,2939.2882821,1674.6672053,1782.87374086,1910.91635788,1753.26245703,547.847065548,1112.67640551,167.696635429,995.996430982,6946.11329155,3188.16461367,816.221903059
Uganda,UGA,2000,0.262557476735,613.98252933,14.7115204866,3176.61444297,1728.48635358,337.701837577,5254.65009468,3261.65602681,1741.26396957,1795.4721109,1904.31139595,1798.40801579,629.172695077,1248.91807946,202.140818276,1105.75021725,7751.68238303,4013.28615799,1005.30730479
Uganda,UGA,2005,0.239159239213,727.546598947,15.3973181175,3817.17917451,2258.71891443,415.408607432,5826.29558672,3553.76375926,1799.46796622,1793.68303501,1906.82238577,1355.84050053,727.289379334,1398.85650545,352.892851867,1185.93323407,8653.8681525,4710.98137462,1294.73282886
Uganda,UGA,2006,0.253437354416,754.789600409,15.4965840672,3826.86542951,2354.15342861,415.027900896,5896.88492732,3600.59660323,1817.60321931,1802.27691364,1918.23929771,1233.06494824,740.126524563,1415.97214143,386.307693163,1200.43787348,8781.30796143,4792.53534716,1349.78935669
Uganda,UGA,2010,0.293780246445,854.803813053,16.1701854948,3560.90141083,2495.67271158,397.236066195,5975.04785012,3651.74952437,1876.65009212,1845.09887085,1970.70490547,976.347902075,762.684294716,1411.46950405,465.521015531,1195.60708074,8834.81388415,4888.2170038,1474.1577716
Uganda,UGA,2016,0.375251351716,1053.42184041,18.5543002085,3358.644488,3072.83882234,379.402988285,6469.63912587,4633.08477868,2042.20074185,2049.11667792,2173.68218845,737.49111766,879.170767134,1586.95202095,528.798512476,1383.85278954,10004.688647,5696.26796647,1968.64464156
Ukraine,UKR,1990,0.902597833692,953.112663838,429.137167964,7162.77696275,37002.3119566,10864.5730098,7030.85202516,36901.6944456,38.8295531177,19.119906822,24.73146824,1283.13579886,21126.6845171,21855.1974181,31821.4321476,86736.944863,159501.735216,32962.5650665,45484.3170725
Ukraine,UKR,1995,0.921523452371,1022.9205005,545.438207186,7191.87105516,40619.3179711,11094.6069757,6907.7749798,39005.5221418,39.8334534458,19.301201605,26.492700244,1469.11240562,25931.2555702,26455.0539398,39716.9003108,106639.936265,194680.427007,39616.1003817,55301.9686765
Ukraine,UKR,2000,0.849002132012,975.376616385,625.157055582,11595.5516124,39969.1473642,11029.2295781,6405.99083402,37019.0402931,38.5208521221,16.0539973944,20.9791017866,1301.21472699,26039.9146207,26753.743782,42087.4872865,107302.82058,199940.481283,39705.2377214,57249.9922776
Ukraine,UKR,2005,0.426364929133,1039.12901129,691.917078507,20191.5773233,38388.4889072,11168.7855135,6506.8230978,35630.4664404,36.9425625188,12.4450775792,15.1167703214,1057.72124348,27544.7037474,23282.6453726,41614.4766768,113896.312727,208351.192922,41350.4305547,58375.0616991
Ukraine,UKR,2006,0.390868120498,1034.6658561,708.997523706,21451.1441001,37714.7721658,10665.0862876,5708.70149895,35214.920469,35.7377140288,12.5324479225,14.8985205462,1017.543995,27171.830485,21737.3227045,40298.2735012,112617.138436,204919.115927,40830.9658649,57573.1713849
Ukraine,UKR,2010,0.402412343664,1022.34378047,860.308651061,25317.3641522,37656.0225625,10019.8985732,3970.09414827,36359.4391738,34.6645092669,14.3800447662,16.1704828041,1009.10748144,27965.6689182,19104.2583631,39360.5020973,114929.954041,206307.681362,41855.8912217,59786.1742914
Ukraine,UKR,2016,0.398335799093,1028.65680383,889.503904285,23494.6053601,29288.911686,9112.75513032,2982.89725518,34747.9989043,32.878260936,13.3572429247,15.4773352266,922.766137429,27728.9016001,18415.822183,38098.2729299,114590.831242,203339.181076,41825.1162514,58653.7710113
United Arab Emirates,ARE,1990,2.40850983241,5.66556224743,0.4808409551,34.8540495855,55.609170487,26.675912996,14.309238883,91.1414312392,2.69425004255,1.09614326885,3.62231843391,2.02489458549,46.6147669443,4.31152867725,18.5674226682,100.501603122,253.435674796,208.685740187,85.9775265068
United Arab Emirates,ARE,1995,3.33891641612,7.94218017299,0.816244725529,39.9623892907,67.2006421807,34.8893185138,9.10106972053,113.315098045,2.45847985211,1.12692780675,3.42975327488,2.43325104628,60.0729695523,12.9911205578,27.0966799704,135.233020147,318.416094337,271.181621349,118.206100317
United Arab Emirates,ARE,2000,4.13606432441,9.26703575176,1.28524183398,38.8792340176,81.4338586758,38.6915725965,6.42942773109,128.342100802,2.57797439899,1.06683398023,3.35631491753,2.44999791866,68.883125362,32.3604493965,33.2656728775,155.217456035,359.488046371,321.241376889,145.969147678
United Arab Emirates,ARE,2005,4.75545184355,12.4471430362,2.36650218874,43.4673213646,93.5507590762,41.3196665044,2.98979975727,135.188823343,2.82136333886,1.04033161474,3.46827806267,2.75246542546,75.0016859989,49.2585311452,36.0868357981,164.036045058,377.54805699,361.945007832,177.972318487
United Arab Emirates,ARE,2006,5.05686041888,12.995201676,2.60621410239,45.9686195197,99.0757071305,42.4441650496,2.77930334227,142.093905223,2.92676955471,1.05190307159,3.54314750392,2.76866371113,78.1065710822,52.7052861655,37.2889567212,169.911015578,388.87604519,378.746973669,186.450041793
United Arab Emirates,ARE,2010,5.74222645638,17.5795782748,4.21643890402,59.9707406865,159.032597346,49.7878878959,2.38109203676,191.45933177,3.34500281895,1.14398493987,3.97595728767,3.28378035383,101.007347065,73.9489826196,52.1026954807,213.58547535,482.242603621,508.149125116,241.745296595
United Arab Emirates,ARE,2016,8.69019446961,28.401552296,16.6475672186,85.9844948342,240.313928411,77.9075273159,2.20723140159,333.768011703,4.67502693835,1.59468553383,5.50502377402,29.8365598076,156.922135003,113.10808073,82.0229158661,331.237342395,753.056366429,798.763508821,390.327147727
United Kingdom,GBR,1990,1.10638325672,3052.2808983,560.399213731,10643.4390778,88107.0905393,5895.17374626,4330.32443225,28442.7482852,262.940387958,4.00162367202,21.139936636,1255.43367636,22882.0843063,18555.8523692,20909.2190952,67892.5673891,135751.606694,41476.8427752,39908.0040646
United Kingdom,GBR,1995,1.41497825672,3020.74859837,760.667029476,12098.7931087,87487.863403,5477.80989083,2305.99567212,27632.3396174,309.235665878,5.23246653402,30.3349294398,1109.92687006,22055.0969131,17576.2678525,20515.4852125,65315.8500271,129827.690876,40964.0898652,42004.8196672
United Kingdom,GBR,2000,3.06484914195,3363.77604265,970.835998659,13401.3297981,82954.9141634,4146.4260069,1356.73793512,24132.1632982,299.936345495,8.91814553788,59.1120170496,998.181990239,19229.1059092,14997.8699535,18353.0253561,55620.5706767,110241.567721,37504.0649389,41404.6982919
United Kingdom,GBR,2005,4.6589053986,3950.34165162,1193.76964503,14496.6110777,79057.2659136,3213.00158833,878.405653302,20415.5374,286.973955643,18.8693837744,130.909497191,951.409032218,16286.6161527,12090.3042556,15696.796059,45318.8935936,89410.7173826,34363.2508416,39031.4454024
United Kingdom,GBR,2006,4.89491556835,4045.08017104,1235.2571741,14550.944965,77439.2853142,3096.85020143,803.9853759,19666.0284752,288.731456393,21.4558737633,149.638692473,922.405990256,15579.9227922,11484.2680976,15064.3969699,43117.9333541,85337.5227708,33168.0624764,38542.0645721
United Kingdom,GBR,2010,4.91271867906,4353.77088105,1447.46797972,15422.9402651,74661.6097117,2785.44620577,600.84124481,17896.9107183,280.331026605,18.8209411801,134.084430565,858.54240766,13571.4133718,9783.69301408,13430.6211206,36524.5299464,74230.457181,30066.8623501,37663.8038164
United Kingdom,GBR,2016,5.14389922557,5102.08011851,1786.33758009,18114.7241713,79405.2313449,2976.75110003,493.155828431,18783.5786354,320.860609557,15.9641478323,119.787719407,849.490222669,13813.8981902,9826.24486727,13790.7874417,36732.2163016,76831.5664374,30464.3102065,41084.763992
United States,USA,1990,6.48068245441,9786.10203714,3813.89781613,-6699.09382788,218691.759481,11108.9385682,588.48170653,65963.1845515,351.534978295,61.2265774629,64.9295684788,2403.92982238,76680.0684129,54160.6419647,55714.3926469,201269.196349,379071.938407,177521.620417,133103.269547
United States,USA,1995,7.23789196329,11683.8283126,4886.50226116,-6514.32617075,247624.137004,11414.6153236,584.785743689,69352.7164221,419.502406288,94.4372958273,102.491732463,2575.18078898,79937.8190755,57764.4910047,49833.4762299,204470.094509,403557.309655,189869.106528,157662.809615
United States,USA,2000,8.6287635109,14175.6361875,5608.7466924,-5754.20661396,270076.085754,11123.6121789,590.001169491,70502.3407908,466.90795599,237.693138577,196.87426877,2548.20175482,80218.9301661,59964.3575003,42270.4981873,192782.197258,400851.598091,212713.270473,179013.257877
United States,USA,2005,7.52314468924,17053.6670357,6450.55844397,969.485533864,268685.52965,9147.93487557,548.755163489,64506.8661456,532.927183479,549.644807006,276.101950126,2413.35567028,71915.0952287,53854.7108829,43047.3515844,161931.724983,356263.853265,232393.694648,185899.034308
United States,USA,2006,7.46781069054,17478.0590915,6625.25438605,2257.68545071,264114.421502,8825.12936608,536.856031425,61190.5111608,549.975936779,616.009306305,300.972439503,2407.75765843,69633.9070248,52260.7525681,43312.8245317,155232.9385,346070.039409,234623.319855,185796.503713
United States,USA,2010,7.50579252902,19826.7537452,7749.29117995,7574.68728164,255668.195213,8048.08125729,502.504112288,52028.4762829,596.886952575,701.933186676,353.793019568,2378.46788913,64805.8291942,48530.8602196,46171.1675581,139364.692262,326890.392183,251496.162537,194046.256008
United States,USA,2016,9.54749523209,22786.3875731,9803.15707714,9335.4645562,279050.361895,8604.60756812,518.472554552,60539.4771395,654.466311017,692.7353113,368.106338043,2576.09253355,71413.9234142,52139.9840259,53632.1669926,151741.060476,363456.265925,268514.201239,223984.108026
United States Virgin Islands,VIR,1990,0.00054798087545,1.61531122925,0.683470094887,9.37342024425,17.3875333428,3.23346063844,1.02355880972,14.1260786636,0.397398834578,0.10479521516,0.22734191877,1.65534046886,12.8233799101,12.1675643241,3.45781074008,31.0772139824,75.4121551349,44.9052575557,30.8214678687
United States Virgin Islands,VIR,1995,0.000649521862752,2.28528344147,1.03577757549,11.4119612933,21.1878986296,4.06939551992,1.04045079807,17.0538220904,0.467926940999,0.1051914128,0.23950547817,2.10908324604,15.8694027755,13.9508874761,3.56301764289,38.1467622048,91.4619907852,58.6496573216,39.7991007848
United States Virgin Islands,VIR,2000,0.000707598013262,2.90934669398,1.6347752641,14.5332313056,26.3794151271,4.44920687239,1.08217314277,21.6344646337,0.577180737109,0.114746054742,0.259175954638,2.78839911502,19.635162195,16.2028035207,3.91290497023,46.8217750811,113.371258692,74.5913046609,51.0481735564
United States Virgin Islands,VIR,2005,0.000814232958339,3.73729542252,2.25424589231,18.8386533523,31.1774134331,5.09681309108,1.07534885288,23.6488587501,0.710575084035,0.13045834897,0.285809294035,2.96943423568,23.313293571,18.2302269029,4.15722801697,54.553422197,134.609950974,90.057830076,59.8833579496
United States Virgin Islands,VIR,2006,0.000837936048215,3.92822888215,2.37529159481,19.8946428469,32.3963066014,5.45149240139,1.05684340287,24.019119566,0.735228860196,0.13384278721,0.292555182493,2.96261823737,24.0487799361,18.6449901148,4.16768359395,56.3227466203,139.177302196,92.8809398868,61.8165344997
United States Virgin Islands,VIR,2010,0.000975629227715,4.63901472014,3.14501741801,26.258347701,37.2236231927,6.61502345461,1.08443057739,26.2465059906,0.885837726977,0.151921553681,0.330294427561,3.18826675335,27.5581616612,20.7583593786,4.52789889934,63.5322375939,161.482184719,108.929049221,73.3850354417
United States Virgin Islands,VIR,2016,0.00138061605359,5.86233304338,4.67116619709,34.9739942619,47.6475172284,8.6111037251,1.14842212983,38.3220845815,1.1730615361,0.195798159283,0.430039116898,4.75202413811,36.3094411455,27.9669424946,6.98622991364,83.7054538233,213.644916065,149.322662044,100.013212882
