Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Smoking (deaths),Secondhand smoke (deaths),Low physical activity (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),High body-mass index (obesity) (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High total cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths)
Malawi,MWI,2005,156.231149214,13.1629706503,836.112978051,1479.37723688,891.720201867,1280.82543071,1148.17382169,674.334372733,39.8262133576,40.0653062559,378.714857378,280.495732258,44501.6861735,341.526566211,938.455764613,444.348222817,341.263730796,919.69076317,392.146841633
Malawi,MWI,2006,148.466565545,13.4188788411,825.682721457,1532.13518967,910.724602518,1300.52822067,1163.40928463,682.684791507,38.3805248639,40.4721747565,380.855625794,283.236114392,43640.9841389,351.735195166,950.871166152,447.234281337,345.676446583,931.886291213,399.458899414
Malawi,MWI,2010,143.356626757,14.870227822,659.263608421,1741.32134722,984.176452715,1371.15716521,1214.81520549,703.329659308,40.0290389425,43.8850414054,404.023024146,301.810769433,34839.6720596,411.097484647,1032.04497844,470.72445624,371.274757004,1007.98689506,437.11189094
Malawi,MWI,2016,145.987567624,18.2669100383,428.955038126,1844.16032481,1053.95981555,1452.1641196,1280.60135411,777.9018533,38.3063070832,48.1986121146,453.219577429,323.80816814,22315.5212233,521.463433211,1099.25320362,529.797774714,400.85741115,1115.33216007,494.783219573
Malaysia,MYS,1990,36.8339411428,42.5546532692,237.046553851,1220.6532749,16.2639809954,46.0296478992,28.4796113219,1585.09626989,195.444253728,137.147831879,790.664660118,671.696155466,139.911712246,1044.20721441,195.453851058,562.081667173,1085.44266227,1622.66317515,804.945711588
Malaysia,MYS,1995,30.3497731648,49.5562370098,740.250209944,1359.5408171,17.8424095604,40.6619944038,19.3868703735,1970.62182981,220.242949593,173.200530357,826.070509845,751.561836437,273.858233885,1311.21284852,149.861677037,709.580087921,1383.40230187,1812.5258123,920.361425543
Malaysia,MYS,2000,24.4212387026,60.4297637802,1506.21291848,1348.38448737,19.2363010419,34.9605197509,11.2377117206,2337.09466677,245.232410199,209.791689748,871.91216264,830.940172281,443.11893679,1728.72861341,99.4933169298,835.596472141,1665.9394022,2110.91498761,1119.77784772
Malaysia,MYS,2005,20.7516800069,66.9521107676,1526.74857717,1305.61991221,20.0360280521,33.1310129145,7.70642056489,2574.19748356,285.326965716,250.237146573,930.468056996,920.958668784,524.015517514,2093.14352367,66.5326656372,1054.18338978,1975.61666252,2567.66881102,1262.24893376
Malaysia,MYS,2006,20.2604735029,68.6665269625,1495.17276782,1323.67475189,20.2156813332,33.2022979436,7.45478345325,2621.87148081,289.48658226,257.973310518,939.577034872,940.11760459,539.438139041,2157.27859022,61.2761572044,1051.20720291,2041.9623578,2693.10106568,1282.96559944
Malaysia,MYS,2010,19.9624675965,70.3131738195,1383.7011932,1459.11172543,20.6112120806,33.3897397973,6.68987343109,2736.99131195,292.062587735,281.876168944,959.048547868,986.705834524,590.562930679,2401.06762753,42.103921646,1009.50827027,2218.45285833,3155.38130233,1359.95034804
Malaysia,MYS,2016,16.5374146367,71.9767483564,1021.83462545,1595.2431228,20.5948751073,33.8437495243,6.11031099794,3019.4893293,272.084010695,301.074950619,939.370129183,1003.61291034,482.132467424,2732.98848655,21.4142232885,1139.72450871,2325.59038772,3431.64884181,1475.14748643
Maldives,MDV,1990,2.8507207388,0.251731220359,1.73802179802,1.85397263668,0.419943832973,0.696591994315,0.607097797638,18.9102972002,4.11094414842,2.69287603736,12.8587868028,10.1932837397,2.07249826408,13.6209459426,19.1577674662,12.8823090338,21.233751332,22.7710091625,17.6887999938
Maldives,MDV,1995,1.6553074017,0.200737491404,1.70076972188,2.4752806592,0.275363586465,0.411466383122,0.341652102325,14.6854096511,3.20458464904,2.19249587058,9.58221721593,8.30159918051,1.73419256595,12.1655105993,13.0103303888,9.94975520262,17.0657130141,18.3633333514,13.4542814203
Maldives,MDV,2000,0.8026772704,0.218753801265,1.81796990427,2.84805986138,0.227514232816,0.305567938437,0.225567305431,12.1723090599,2.70529437781,1.89337809573,7.34353291421,6.71074449245,1.70185058127,11.8114678598,7.91344926493,8.16289441019,14.6946017135,16.6385538325,11.1542324556
Maldives,MDV,2005,0.449482213997,0.241200754341,2.05019199808,3.00557916974,0.205162320794,0.275495907445,0.176501086636,10.6312785048,2.22209553679,1.76549263472,5.85497043834,5.52032872528,1.64926216995,12.1429308667,3.36631664516,7.23303034467,13.2298456261,15.3527916023,10.0126445532
Maldives,MDV,2006,0.422373008253,0.240367221253,2.09035289036,2.9490527038,0.199871604922,0.269692871124,0.167683649651,10.3276145651,2.12642568914,1.72726720111,5.56285286502,5.29053091783,1.58323813205,12.2134953374,2.7808756219,6.89910264188,12.8344176897,14.7641511836,9.81243959781
Maldives,MDV,2010,0.361396272688,0.238658390202,2.4003345326,2.83175071074,0.179635076719,0.251135494944,0.135806125334,9.68371641343,1.84286929089,1.67359741908,4.81722999178,4.74969799506,1.4342555762,12.9445964578,1.42825857366,6.00295049719,11.8948297012,13.4617592712,9.39925534603
Maldives,MDV,2016,0.282105102735,0.26495654025,3.0704211166,2.90625787872,0.152786656156,0.229132055989,0.0970641944269,12.8099785471,2.00291361404,2.03765686332,5.50147453223,5.62758948584,1.761886148,17.0157191037,0.931332848046,7.48478586921,14.4113145234,16.0327395953,11.4112487924
Mali,MLI,1990,226.542142843,9.52670554381,38.2866673698,506.288873393,703.771117161,1147.23279423,1014.87448424,359.814083504,63.5636314958,38.7468780827,431.056968819,249.343594937,798.337250328,234.293995801,770.480255272,469.382132503,245.73851929,641.000078435,284.243062497
Mali,MLI,1995,238.708430645,9.32608114811,78.1476988377,491.607862287,751.945020056,1231.68915176,1087.96686552,329.851506168,70.8267360552,43.5893252208,446.1171561,266.505699722,2007.97079295,316.415922575,792.899920374,487.791788617,277.635202025,670.978323529,300.787669936
Mali,MLI,2000,231.580470876,9.36083994449,139.861506073,458.873952093,737.896788333,1203.62749803,1062.67754848,328.037628428,77.9272145573,50.959073986,499.22500083,308.885635721,3608.433633,465.457298104,866.873138215,533.352734369,322.620305023,779.740624307,323.115105815
Mali,MLI,2005,202.955632319,9.72823828872,191.112587936,469.313355979,767.172261902,1242.57064871,1096.49247353,363.181217634,76.1523267908,53.9491863187,519.505808926,320.332845462,4493.72604274,630.840292117,906.835311803,540.634155525,330.683079023,801.112623276,346.862823867
Mali,MLI,2006,208.815623852,9.94918520688,196.631358715,461.674285476,777.026234856,1258.04476615,1108.96337285,369.654131771,78.2027717771,54.6679943464,525.208317059,322.454497245,4547.68126243,666.894449718,915.391405154,551.487615502,333.713355356,814.743981044,353.754278688
Mali,MLI,2010,221.263234908,11.3054495193,196.953904281,492.329206549,819.755932728,1320.19341159,1150.5527704,420.041040658,85.6926529477,61.8131145635,566.170732509,342.500195538,4217.89739846,812.708613449,986.062776137,619.49938367,366.484405851,914.264446961,397.433194144
Mali,MLI,2016,241.307407048,14.0818523471,219.14760806,555.235889678,859.786016408,1379.4272756,1190.49445865,451.923352502,88.4776266906,73.7206265949,635.114008779,384.918551165,4208.68362989,1066.59221839,1092.70184787,806.523848876,421.744394902,1100.84144328,472.888410265
Malta,MLT,1990,0.0141014786104,0.311478909015,4.48384707883,9.26549404725,0.0286837748943,0.00379481665857,0.0037422669551,24.6803516877,2.21199521095,3.22217816735,8.9898717934,5.12272403595,3.70358579215,17.6188327619,0.813648371231,7.22848074886,20.5709021462,25.0896878947,5.96419408899
Malta,MLT,1995,0.0159345673215,0.36827134705,5.87332676186,11.0700267094,0.0297530616214,0.00330949111171,0.00297433803746,26.6990190265,2.08508402297,3.28903744645,8.46695876872,4.0346528463,5.65672249452,18.8014831508,0.55935062651,7.13614564085,20.5218333535,24.7128632758,6.54759927738
Malta,MLT,2000,0.0138998581628,0.356037589007,6.87359250675,10.5612319022,0.0292617031885,0.00276912988258,0.00214146204095,25.4047437593,1.87482155738,3.19138654206,8.16904866659,3.01605926054,3.32093335188,19.8947020325,0.420334438216,6.79313606934,19.4107891283,23.0860966471,6.84752176741
Malta,MLT,2005,0.0136477555336,0.302206299862,6.98617598248,9.30815823531,0.0236720831438,0.00300288672814,0.00219891350978,19.0798769736,1.46358964078,2.51269613703,6.69120280589,2.44634572927,2.87632414761,16.4688081328,0.270397095893,4.93692818135,14.7170263489,17.8934025804,5.92620315393
Malta,MLT,2006,0.0128509139836,0.293919217544,7.15901763011,9.40466820445,0.0233187796566,0.00314516449488,0.00228919333611,18.8021261204,1.41402926584,2.44010857813,6.63329039747,2.45016047651,2.8728593608,16.216518098,0.251063226631,4.94253793603,14.3045867181,17.491621847,5.8597473753
Malta,MLT,2010,0.0151993646912,0.262257211783,7.62062902712,9.55038404553,0.0217508745898,0.00344475453601,0.00242449061556,17.2106825275,1.22175367999,2.20544559716,5.98998485851,2.01505519069,2.42859182143,15.0939354025,0.183147481608,4.94596055327,12.9352019591,15.8191419489,5.47619433378
Malta,MLT,2016,0.0120851759149,0.237216077388,7.30369335392,9.60598974364,0.01886409939,0.00317693559706,0.00202582815281,14.3976983587,1.05675607931,1.84776320205,4.86099937843,1.50423242463,1.92684583359,13.1681308244,0.110366214592,3.76787141662,10.8202290585,13.4452165293,4.79739469003
Marshall Islands,MHL,1990,0.118055120123,0.0740203384019,0.432870928089,2.78491704616,0.360634562619,0.64327179957,0.495181055504,8.33418643203,1.23815936729,1.09138668042,4.88509339965,3.46796760665,0.750274595242,15.6885387076,2.8617826208,2.06212739864,5.36177494821,6.67379944344,13.4192036756
Marshall Islands,MHL,1995,0.150189245814,0.0755832817701,0.539234809292,2.90638403328,0.332796588767,0.514898872015,0.389283467501,9.94207537756,1.69914339539,1.40385209472,6.29727916614,4.20468094816,1.1282572696,21.8810671038,3.88668064843,2.53048291054,6.48782906772,8.07959005627,19.6059636745
Marshall Islands,MHL,2000,0.192007424682,0.0919790674338,0.637734745652,3.16146921042,0.336383868097,0.534922990508,0.383118927213,11.313453939,2.22703457059,1.7566921188,7.88420715171,4.87915779106,1.41824530466,29.2179052454,4.70117474372,2.86618154428,7.5740490756,9.46406809776,27.0608627103
Marshall Islands,MHL,2005,0.223533891229,0.118631887448,0.788258414391,3.78972762468,0.286139897701,0.343638079062,0.22448194148,14.069492694,2.87737519378,2.300601665,10.0802441066,6.10330410805,1.74060147096,38.7680254165,5.36419303188,3.8562180398,9.77274295294,12.1968727491,36.8717857505
Marshall Islands,MHL,2006,0.228455487575,0.124830556297,0.827744823905,3.94627504078,0.286183579405,0.333023157861,0.213569179981,14.8035664386,3.00996111385,2.42965981836,10.6140462053,6.41908395779,1.81844770965,40.8828277254,5.49033579892,3.84336866295,10.3541043092,12.9626616833,39.0727602312
Marshall Islands,MHL,2010,0.213064973466,0.136896847781,0.95556311373,4.3433968641,0.265021591484,0.287034322595,0.170193848166,16.0369587566,3.19436856032,2.70145203253,11.534002367,6.92344084287,2.09177759618,45.0595186091,5.20058354849,3.63451072118,11.442834476,14.6666310554,43.659130409
Marshall Islands,MHL,2016,0.184788174786,0.1584346971,1.16763184649,5.05211302461,0.234576082135,0.244645955216,0.13217983084,17.6994003057,3.58632480773,3.11716742714,12.9001467391,7.52403346928,2.69251415278,52.1286716998,4.18565919174,4.40224732847,12.9005287938,17.0269611556,51.0405074156
Mauritania,MRT,1990,50.3259544166,2.07459501016,9.36341737013,50.9727071065,126.878380677,196.460444964,179.930917793,117.562026665,19.5052114658,15.7403173323,88.2147706261,66.3299448852,133.241527416,118.152131354,161.700519175,138.351623983,71.9161890676,160.600373117,61.0244922877
Mauritania,MRT,1995,54.3397107201,2.11973160288,15.528359735,45.2131350934,132.471126949,206.558948158,190.009723064,117.878154502,21.9505500947,16.6690289678,86.7461490553,66.3597035629,281.559431562,144.057975855,162.258722324,141.64742365,75.8511983035,159.336052286,64.312458385
Mauritania,MRT,2000,48.9902192156,2.3029015825,22.5474971724,39.0011498597,137.960069056,215.199603944,197.837918465,106.412623419,26.0121157946,17.1718925209,87.6079093994,66.5369163556,415.99116913,170.565048744,162.681971341,145.636619043,79.3429323235,160.929942047,67.156955173
Mauritania,MRT,2005,48.1424690338,2.7395176418,30.7681155504,38.9654967732,134.008475871,206.217378596,186.985276405,104.033456711,25.9378588606,17.4722559778,89.9744545903,66.5371247574,533.89390531,178.429844278,150.339142663,133.01623457,80.8849344362,165.695388378,72.1597540397
Mauritania,MRT,2006,47.3921315208,2.49237790765,31.4039683987,38.5808222821,130.262158886,199.859503335,180.645628157,102.80209805,25.1676143971,17.3104168471,89.2289038719,65.6425650133,532.518000734,177.275454234,144.80814429,133.104123074,80.2180799747,164.872589825,72.4253937731
Mauritania,MRT,2010,45.0578677966,2.70625086774,34.2306630372,42.2275482851,126.989230643,193.744247685,173.180112083,111.683015633,24.9551003476,19.0317917085,95.8459820551,69.2993140822,489.256317189,196.249666227,147.219858531,147.709155801,86.3352918988,179.398853221,79.0798279017
Mauritania,MRT,2016,40.5529888317,3.20074603513,41.91690439,52.5069090699,120.378871963,184.034458004,162.566719779,131.659226701,26.6109818959,22.7134400402,111.286368927,79.7678273288,458.329994766,238.99886762,149.41982857,197.529926533,101.259697944,211.906429912,92.2301068444
Mauritius,MUS,1990,1.21249923112,1.9109469174,23.6363380613,143.362486624,0.661583617234,2.94254003937,2.43139234261,171.143739936,20.4948291707,20.5046238909,109.071334096,85.3438581947,17.6077913813,137.812045408,34.4031440493,74.2792257292,176.866141357,200.191863692,131.012957673
Mauritius,MUS,1995,1.05632798632,2.65736620684,31.5826721687,177.200120606,0.506553739616,1.81303406816,0.99593697102,193.319538337,22.2539550854,22.9992888935,118.863791712,86.5711600388,13.3177591909,179.802057618,24.1758152187,83.3032100137,197.77932891,231.93868716,155.643986272
Mauritius,MUS,2000,0.590906862263,3.31970126475,35.7987147797,168.465611401,0.449225368982,1.17480642827,0.344195127194,206.475975615,23.6703797969,24.8623404313,126.126866808,84.3359447006,16.5837449892,226.794187873,15.828689707,88.4153126211,208.790646019,264.643038992,182.06257652
Mauritius,MUS,2005,0.614207919268,3.26363357098,38.5188693659,152.482881493,0.428500461546,1.16260811194,0.242831089529,174.74570043,22.2829238072,21.6360680599,109.108966711,67.6383146572,24.0166079931,246.316803084,9.18861192549,73.5607043971,167.675451567,235.984257519,230.201129921
Mauritius,MUS,2006,0.595277277139,3.24428439101,40.7175697493,151.81183869,0.4343655034,1.27798250796,0.256240914038,165.667185685,21.7646421243,20.9627528234,105.537503416,64.3284199359,31.4379680186,249.922650204,8.29877097189,68.3392467038,159.775432073,230.689169102,243.496979364
Mauritius,MUS,2010,0.608756216183,3.24660085579,44.8702837133,142.360482794,0.44440870615,1.49199650225,0.267736227741,145.794922045,21.2759050793,19.6041188527,98.1068330935,56.7965866764,49.1879818458,266.332807338,5.76121921484,54.3780373735,139.341905707,219.26464591,283.763462671
Mauritius,MUS,2016,0.530377625209,2.428683799,40.0055559128,113.899072817,0.362063648837,1.24966963735,0.206147820695,109.999923594,17.5677760297,15.1480624447,74.6451738666,41.9939304887,50.8755878012,220.792187082,2.87265826554,42.3345672118,103.693638595,166.440783261,229.399756359
Mexico,MEX,1990,92.341128353,206.815266735,2245.90641211,14859.4233371,446.24597436,906.403414844,602.209456905,4107.89252465,529.918051901,444.467122071,1763.36274123,1500.73128401,3179.96401528,6236.51358967,1219.8330227,1882.55272955,2717.03150554,3706.35597841,5432.11695591
Mexico,MEX,1995,79.0943227276,203.347852475,3015.75831297,15578.9900335,270.236427968,512.404512501,375.360197991,4516.08559424,539.645083581,508.826248226,1911.74660435,1625.21896631,5335.26259172,7495.55042771,1065.16140831,2101.12860067,3142.29875094,4208.00795912,6436.7289368
Mexico,MEX,2000,67.1239628395,209.108522325,3732.14802629,14647.7386073,159.694232733,253.363875356,189.915966625,4460.88355096,537.092570829,521.269117046,1774.9602965,1510.70840931,5395.85553046,8120.03016206,891.480951058,2125.52539032,3186.92749379,4451.00472046,6979.4887561
Mexico,MEX,2005,59.1808441934,227.94947021,4118.90889508,14491.9606901,133.820339333,180.871851109,111.779540437,4049.31140932,625.225775117,580.649466311,1884.50611077,1586.73653997,5627.97441943,9388.58464173,795.684983489,2213.69845582,3556.2207105,5079.89055695,8092.68276549
Mexico,MEX,2006,55.8048348467,230.565559769,4104.818655,14445.1556126,131.254671581,170.127202063,100.752940367,3854.86505275,633.068188629,586.820227374,1901.13107862,1603.40437171,5754.36746762,9544.99184469,802.639677375,2200.59954549,3626.71653925,5217.86050241,8255.90727816
Mexico,MEX,2010,50.0114463006,254.950112886,4765.97666869,16747.3597636,141.937448952,153.577998376,88.3667743312,4176.45216813,722.952930756,714.670897196,2318.9530743,1950.42394161,5515.72852686,11640.6434788,918.806759897,2451.54888835,4516.65753986,6460.07334313,10030.0133622
